artist,track,time,date.entered,week,position
Ja Rule,Between Me And You,4:05,2000-09-16,2,74
"Jackson, Alan",It Must Be Love,2:53,2000-06-24,2,74
"Jackson, Alan",Pop A Top,3:04,1999-11-13,2,73
"Jackson, Alan",www.memory,2:36,2000-11-04,2,59
Jagged Edge,He Can't Love U,3:30,1999-12-11,2,32
Jagged Edge,Let's Get Married,4:23,2000-05-06,2,66
Janet,Doesn't Really Matte...,4:17,2000-06-17,2,52
Jay-Z,Anything,3:41,2000-02-26,2,58
Jay-Z,Big Pimpin',3:55,2000-04-22,2,52
Jay-Z,Do It Again (Put Ya ...,3:47,2000-01-15,2,68
Jay-Z,Hey Papi,3:40,2000-08-12,2,100
Jay-Z,I Just Wanna Love U ...,3:50,2000-10-28,2,45
"Jean, Wyclef",911,4:00,2000-10-07,2,74
Joe,I Wanna Know,4:57,2000-01-01,2,86
Joe,Treat Her Like A Lad...,4:12,2000-08-05,2,75
"John, Elton",Someday Out Of The B...,4:41,2000-04-22,2,56
"Jones, Donell",Where I Wanna Be,6:22,2000-04-22,2,71
"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,2,80
Juvenile,U Understand,3:51,2000-02-05,2,83
Kandi,Don't Think I'm Not,3:50,2000-08-05,2,66
"Keith, Toby",Country Comes To Tow...,3:39,2000-08-05,2,78
"Keith, Toby",How Do You Like Me N...,3:29,2000-01-29,2,72
Kelis,Caught Out There,4:09,1999-12-04,2,68
Kenny G,Auld Lang Syne (The ...,7:50,1999-12-25,2,89
Kid Rock,Only God Knows Why,5:27,2000-02-19,2,47
"Kravitz, Lenny",I Belong To You,4:17,2000-03-25,2,77
Kumbia Kings,U Don't Love Me,3:50,2000-03-04,2,64
LFO,I Don't Wanna Kiss Y...,5:00,2000-04-15,2,61
LFO,West Side Story,3:27,2000-08-05,2,84
LL Cool J,Imagine That,4:00,2000-08-12,2,98
"Larrieux, Amel",Get Up,4:02,2000-03-04,2,97
"Lawrence, Tracy",Lessons Learned,2:55,2000-01-29,2,73
"Levert, Gerald",Baby U Are,4:10,2000-08-19,2,89
"Levert, Gerald",Mr. Too Damn Good,4:06,2000-03-18,2,83
Lil Bow Wow,Bounce With Me,3:22,2000-08-19,2,35
Lil Wayne,Tha Block Is Hot,4:13,1999-12-04,2,89
Lil' Kim,How Many Licks?,3:50,2000-11-25,2,75
Lil' Kim,No Matter What They ...,4:12,2000-07-15,2,72
Lil' Mo,Ta Da,4:17,2000-08-12,2,99
Lil' Zane,Callin' Me,3:43,2000-07-29,2,89
Limp Bizkit,N 2 Gether Now,3:55,1999-12-04,2,88
Limp Bizkit,Re-Arranged,4:08,1999-12-04,2,91
Limp Bizkit,Rollin',4:04,2000-11-11,2,73
Lonestar,Amazed,4:25,1999-06-05,2,54
Lonestar,Smile,3:33,1999-12-18,2,80
Lonestar,What About Now,3:30,2000-06-10,2,72
"Lopez, Jennifer",Feelin' Good,4:28,2000-02-19,2,79
"Loveless, Patty",That's The Kind Of M...,3:27,2000-09-16,2,93
Lox,"Ryde or Die, Chick",3:56,2000-03-18,2,73
Lucy Pearl,Dance Tonight,3:45,2000-05-20,2,75
Ludacris,What's Your Fantasy,4:16,2000-09-30,2,83
M2M,Don't Say You Love M...,3:41,1999-11-20,2,53
M2M,Mirror Mirror,3:19,2000-04-01,2,87
Madison Avenue,Don't Call Me Baby,3:44,2000-07-08,2,96
Madonna,American Pie,4:30,2000-02-19,2,35
Madonna,Music,3:45,2000-08-12,2,23
"Martin, Ricky",Private Emotion,4:02,2000-03-11,2,67
"Martin, Ricky",Shake Your Bon-Bon,3:08,1999-11-20,2,66
"Martin, Ricky",She Bangs,4:02,2000-10-07,2,28
Mary Mary,Shackles (Praise You...,3:12,2000-03-25,2,76
"McBride, Martina",Love's The Only Hous...,5:13,2000-02-05,2,69
"McBride, Martina",There You Are,3:26,2000-09-09,2,75
"McEntire, Reba",I'll Be,4:23,2000-05-13,2,79
"McEntire, Reba",What Do You Say,3:26,1999-10-30,2,76
"McGraw, Tim",My Best Friend,4:33,1999-11-27,2,76
"McGraw, Tim",My Next Thirty Years,3:37,2000-10-21,2,62
"McGraw, Tim",Some Things Never Ch...,3:56,2000-05-13,2,66
"McKnight, Brian",Stay Or Let It Go,4:32,2000-02-26,2,92
"Messina, Jo Dee",Because You Love Me,3:50,2000-01-29,2,78
"Messina, Jo Dee",That's The Way,3:17,2000-06-24,2,67
Metallica,I Disappear,4:26,2000-05-13,2,84
Metallica,No Leaf Clover (Live...,5:43,2000-02-12,2,81
Montgomery Gentry,Daddy Won't Sell The...,4:18,2000-03-04,2,83
"Montgomery, John Michael",The Little Girl,3:52,2000-09-09,2,67
"Moore, Chante",Straight Up,3:40,2000-10-28,2,98
"Moore, Mandy",I Wanna Be With You,4:12,2000-06-17,2,63
"Mumba, Samantha",Gotta Tell You,3:19,2000-09-09,2,72
Musiq,Just Friends,4:02,2000-10-14,2,83
Mya,Case Of The Ex (What...,3:50,2000-08-19,2,57
Mya,The Best Of Me,4:12,2000-04-15,2,70
Mystikal,Shake Ya Ass,4:46,2000-08-12,2,90
N'Sync,Bye Bye Bye,3:15,2000-01-29,2,20
N'Sync,It's Gonna Be Me,3:10,2000-05-06,2,70
N'Sync,This I Promise You,4:23,2000-09-30,2,31
Nas,You Owe Me,3:51,2000-03-25,2,72
Nelly,(Hot S**t) Country G...,4:17,2000-04-29,2,99
Next,Wifey,4:03,2000-05-27,2,61
Nine Days,Absolutely (Story Of...,3:09,2000-05-06,2,71
Nine Days,If I Am,4:18,2000-12-02,2,68
No Doubt,Simple Kind Of Life,4:11,2000-07-01,2,40
Nu Flavor,3 Little Words,3:54,2000-06-03,2,97
"Offspring, The",Original Prankster,3:42,2000-11-25,2,71
"Paisley, Brad",Me Neither,3:19,2000-05-13,2,85
"Paisley, Brad",We Danced,3:45,2000-10-14,2,68
Papa Roach,Last Resort,3:19,2000-07-29,2,71
Pearl Jam,Nothing As It Seems,5:20,2000-05-13,2,70
Pink,Most Girls,4:06,2000-08-12,2,70
Pink,There U Go,3:23,2000-03-04,2,15
"Price, Kelly",As We Lay,6:20,2000-07-15,2,69
"Price, Kelly",Love Sets You Free,3:46,2000-05-13,2,91
"Price, Kelly",You Should've Told M...,3:12,2000-09-23,2,91
Profyle,Liar,3:57,2000-09-16,2,32
Puff Daddy,Best Friend,5:33,2000-02-12,2,59
Q-Tip,Breathe And Stop,4:06,2000-01-22,2,71
R.E.M.,The Great Beyond,4:10,1999-12-25,2,79
Rascal Flatts,Prayin' For Daylight,3:36,2000-05-06,2,78
"Raye, Collin",Couldn't Last A Mome...,3:40,2000-03-18,2,85
Red Hot Chili Peppers,Californication,5:21,2000-07-29,2,72
Red Hot Chili Peppers,Otherside,4:13,2000-02-12,2,72
"Rimes, LeAnn",Big Deal,3:03,1999-10-16,2,52
"Rimes, LeAnn",Can't Fight The Moon...,3:33,2000-09-09,2,71
"Rimes, LeAnn",I Need You,3:42,2000-05-27,2,68
"Rogers, Kenny",Buy Me A Rose,3:46,2000-03-11,2,72
Ruff Endz,No More,3:56,2000-07-01,2,38
Sammie,I Like It,4:09,2000-01-29,2,68
Santana,"Maria, Maria",4:18,2000-02-12,2,8
Savage Garden,Crash And Burn,4:41,2000-04-08,2,58
Savage Garden,I Knew I Loved You,4:07,1999-10-23,2,48
SheDaisy,Deck The Halls,3:46,1999-12-25,2,61
SheDaisy,I Will.. But,3:40,2000-07-15,2,74
SheDaisy,This Woman Needs,3:20,2000-02-05,2,70
"Sheist, Shade",Where I Wanna Be,4:16,2000-11-11,2,95
Shyne,Bad Boyz,4:22,2000-09-09,2,87
"Simpson, Jessica",I Think I'm In Love ...,3:32,2000-07-01,2,52
"Simpson, Jessica",Where You Are,3:51,2000-04-01,2,66
Sisqo,Got To Get It,3:52,1999-11-20,2,76
Sisqo,Incomplete,3:52,2000-06-24,2,66
Sisqo,Thong Song,4:05,2000-01-29,2,63
Sister Hazel,Change Your Mind,4:02,2000-07-15,2,67
Smash Mouth,Then The Morning Com...,3:04,1999-10-30,2,59
"Smith, Will",Freakin' It,3:58,2000-02-12,2,99
Son By Four,A Puro Dolor (Purest...,3:30,2000-04-08,2,80
Sonique,It Feels So Good,3:48,2000-01-22,2,52
SoulDecision,Faded,3:25,2000-07-08,2,90
"Spears, Britney",From The Bottom Of M...,4:30,2000-01-29,2,59
"Spears, Britney",Lucky,3:23,2000-08-12,2,41
"Spears, Britney",Oops!.. I Did It Aga...,3:30,2000-04-22,2,38
"Spencer, Tracie",Still In My Heart,4:11,2000-03-04,2,88
Splender,I Think God Can Expl...,3:55,2000-06-10,2,66
Sting,Desert Rose,3:52,2000-05-13,2,88
Stone Temple Pilots,Sour Girl,4:16,2000-07-08,2,79
"Stone, Angie",No More Rain (In Thi...,4:42,1999-12-25,2,86
"Strait, George",Go On,3:48,2000-08-26,2,67
"Strait, George",The Best Day,3:24,2000-01-29,2,64
Sugar Ray,Falls Apart,4:15,2000-01-15,2,64
TLC,Dear Lie,4:36,2000-02-12,2,55
Tamar,If You Don't Wanna L...,4:02,2000-03-25,2,98
Tamia,Can't Go For That,3:38,2000-09-16,2,86
Third Eye Blind,Deep Inside Of You,4:10,2000-09-02,2,73
Third Eye Blind,Never Let You Go,3:57,2000-01-22,2,32
"Thomas, Carl",Emotional,4:31,2000-11-25,2,63
"Thomas, Carl",I Wish,3:50,2000-03-25,2,64
"Thomas, Carl",Summer Rain,4:57,2000-09-23,2,82
"Tippin, Aaron",Kiss This,2:53,2000-08-26,2,72
Train,Meet Virginia,3:55,1999-10-09,2,67
Trick Daddy,Shut Up,4:17,2000-05-20,2,95
Trina,Pull Over,2:58,2000-09-09,2,93
"Tritt, Travis",Best Of Intentions,4:15,2000-08-19,2,86
Tuesday,I Know,4:06,2000-12-30,2,98
"Urban, Keith",Your Everything,4:10,2000-07-15,2,80
Usher,Pop Ya Collar,3:36,2000-11-04,2,64
"Vassar, Phil",Carlene,4:07,2000-03-04,2,67
"Vassar, Phil",Just Another Day In ...,3:54,2000-09-30,2,81
Vertical Horizon,Everything You Want,4:01,2000-01-22,2,61
Vertical Horizon,You're A God,3:45,2000-08-26,2,55
Vitamin C,Graduation (Friends ...,4:23,2000-04-15,2,64
Vitamin C,The Itch,3:30,2000-12-02,2,48
"Walker, Clay","Live, Laugh, Love",4:06,1999-12-04,2,95
"Walker, Clay",The Chain Of Love,5:03,2000-04-15,2,65
"Wallflowers, The",Sleepwalker,3:29,2000-10-28,2,73
Westlife,Swear It Again,4:07,2000-04-01,2,82
"Williams, Robbie",Angels,3:56,1999-11-20,2,77
"Wills, Mark",Back At One,4:00,2000-01-15,2,55
"Worley, Darryl",When You Need My Lov...,3:35,2000-06-17,2,88
"Wright, Chely",It Was,3:51,2000-03-04,2,78
Yankee Grey,Another Nine Minutes,3:10,2000-04-29,2,83
"Yearwood, Trisha",Real Live Woman,3:55,2000-04-01,2,83
Ying Yang Twins,Whistle While You Tw...,4:19,2000-03-18,2,94
Zombie Nation,Kernkraft 400,3:30,2000-09-02,2,99
matchbox twenty,Bent,4:12,2000-04-29,2,37
2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,3,72
2Ge+her,The Hardest Part Of ...,3:15,2000-09-02,3,92
3 Doors Down,Kryptonite,3:53,2000-04-08,3,68
3 Doors Down,Loser,4:24,2000-10-21,3,72
504 Boyz,Wobble Wobble,3:35,2000-04-15,3,25
98^0,Give Me Just One Nig...,3:24,2000-08-19,3,34
A*Teens,Dancing Queen,3:44,2000-07-08,3,96
Aaliyah,I Don't Wanna,4:15,2000-01-29,3,51
Aaliyah,Try Again,4:03,2000-03-18,3,38
"Adams, Yolanda",Open My Heart,5:30,2000-08-26,3,74
"Adkins, Trace",More,3:05,2000-04-29,3,75
"Aguilera, Christina",Come On Over Baby (A...,3:38,2000-08-05,3,45
"Aguilera, Christina",I Turn To You,4:00,2000-04-15,3,30
"Aguilera, Christina",What A Girl Wants,3:18,1999-11-27,3,28
Alice Deejay,Better Off Alone,6:50,2000-04-08,3,53
"Allan, Gary",Smoke Rings In The D...,4:18,2000-01-22,3,76
Amber,Sexual,4:38,1999-07-17,3,96
"Anthony, Marc",My Baby You,3:59,2000-09-16,3,76
"Anthony, Marc",You Sang To Me,3:50,2000-02-26,3,50
Avant,My First Love,4:28,2000-11-04,3,56
Avant,Separated,4:13,2000-04-29,3,30
BBMak,Back Here,3:35,2000-04-29,3,60
"Backstreet Boys, The",Shape Of My Heart,3:49,2000-10-14,3,24
"Backstreet Boys, The",Show Me The Meaning ...,3:54,2000-01-01,3,55
"Backstreet Boys, The",The One,3:46,2000-05-27,3,43
"Badu, Erkyah",Bag Lady,5:03,2000-08-19,3,42
Baha Men,Who Let The Dogs Out,3:17,2000-07-22,3,85
Barenaked Ladies,Pinch Me,3:46,2000-09-09,3,69
Beenie Man,Girls Dem Sugar,4:17,2000-10-21,3,63
Before Dark,Monica,4:04,2000-05-20,3,80
"Bega, Lou",Tricky Tricky ,3:23,2000-01-29,3,87
Big Punisher,It's So Hard,3:25,2000-04-22,3,75
Black Rob,Whoa!,4:04,2000-03-04,3,53
"Black, Clint",Been There,5:28,2000-02-19,3,62
Blaque,Bring It All To Me,3:46,1999-10-23,3,50
"Blige, Mary J.",Deep Inside,5:26,1999-11-13,3,80
"Blige, Mary J.",Give Me You,5:00,2000-04-15,3,77
Blink-182,All The Small Things,2:52,1999-12-04,3,69
Bloodhound Gang,The Bad Touch,4:20,2000-03-18,3,55
Bon Jovi,It's My Life,3:44,2000-08-12,3,51
"Braxton, Toni",He Wasn't Man Enough,4:21,2000-03-18,3,48
"Braxton, Toni",Just Be A Man About ...,4:10,2000-07-29,3,51
"Braxton, Toni",Spanish Guitar,4:24,2000-12-02,3,98
"Brock, Chad",A Country Boy Can Su...,3:54,2000-01-01,3,92
"Brock, Chad",Yes!,3:22,2000-04-08,3,66
Brooks & Dunn,You'll Always Be Lov...,2:58,2000-06-10,3,85
"Brooks, Garth",Do What You Gotta Do,2:56,2000-02-19,3,72
"Byrd, Tracy",Put Your Hand In Min...,4:30,2000-01-29,3,76
"Cagle, Chris",My Love Goes On And ...,3:02,2000-10-21,3,94
Cam'ron,What Means The World...,4:38,2000-10-14,3,96
"Carey, Mariah",Crybaby,5:19,2000-06-24,3,48
"Carey, Mariah",Thank God I Found Yo...,4:14,1999-12-11,3,50
"Carter, Aaron",Aaron's Party (Come ...,3:23,2000-08-26,3,57
"Carter, Torrey",Take That,3:43,2000-06-24,3,86
Changing Faces,That Other Woman,4:00,2000-09-30,3,66
"Chesney, Kenny",I Lost It,3:54,2000-10-21,3,61
"Chesney, Kenny",What I Need To Do,4:05,2000-04-01,3,68
Clark Family Experience,Meanwhile Back At Th...,2:56,2000-11-18,3,81
"Clark, Terri",A Little Gasoline,3:07,2000-12-16,3,88
Common,The Light,3:55,2000-08-05,3,53
Counting Crows,Hanginaround,4:07,1999-11-06,3,66
Creed,Higher,5:16,1999-09-11,3,73
Creed,With Arms Wide Open,3:52,2000-05-13,3,76
"Cyrus, Billy Ray",You Won't Be Lonely ...,3:45,2000-09-23,3,97
D'Angelo,Left & Right,4:35,1999-12-11,3,75
D'Angelo,Untitled (How Does I...,7:10,2000-01-22,3,35
DMX,Party Up (Up In Here...,3:45,2000-02-26,3,62
DMX,What You Want,4:05,2000-07-01,3,95
DMX,What's My Name,3:50,2000-01-15,3,69
Da Brat,That's What I'm Look...,3:44,2000-02-26,3,60
Da Brat,What'Chu Like,3:57,2000-06-03,3,54
"Davidson, Clay",Unconditional,3:56,2000-03-25,3,97
De La Soul,All Good?,5:02,2000-12-23,3,100
Destiny's Child,Independent Women Pa...,3:38,2000-09-23,3,49
Destiny's Child,Jumpin' Jumpin',3:48,2000-05-13,3,65
Destiny's Child,Say My Name,4:31,1999-12-25,3,44
"Diffie, Joe",It's Always Somethin...,2:55,2000-08-12,3,67
"Diffie, Joe",The Quittin' Kind,3:23,2000-01-01,3,100
"Dion, Celine",That's The Way It Is,4:03,1999-11-13,3,65
"Dixie Chicks, The",Cold Day In July,5:12,2000-06-24,3,76
"Dixie Chicks, The",Cowboy Take Me Away,4:51,1999-11-27,3,70
"Dixie Chicks, The",Goodbye Earl,4:19,2000-03-18,3,24
"Dixie Chicks, The",Without You,3:32,2000-10-07,3,63
Dr. Dre,Forgot About Dre,3:42,2000-01-22,3,47
Dr. Dre,The Next Episode,2:38,2000-05-27,3,58
Drama,"Left, Right, Left",3:37,2000-02-12,3,89
Dream,He Loves U Not,3:43,2000-09-30,3,81
"Eastsidaz, The",G'D Up,4:27,2000-01-08,3,89
Eiffel 65,Blue,3:29,1999-12-11,3,16
"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,1999-11-27,3,13
Eminem,Stan,5:26,2000-11-04,3,57
Eminem,The Real Slim Shady,4:42,2000-05-06,3,20
Eminem,The Way I Am,4:40,2000-08-26,3,59
En Vogue,Riddle,5:10,2000-06-17,3,97
"Evans, Sara",Born To Fly,5:36,2000-10-21,3,64
Eve,Got It All,3:48,2000-07-15,3,88
Eve,Love Is Blind,3:51,2000-01-08,3,57
Everclear,Wonderful,4:30,2000-07-08,3,53
"Fabian, Lara",I Will Love Again,3:43,2000-06-10,3,75
Fatboy Slim,The Rockafeller Skan...,4:00,1999-11-13,3,94
Filter,Take A Picture,4:23,1999-11-27,3,64
Foo Fighters,Learn To Fly,3:55,1999-10-16,3,68
Funkmaster Flex,Do You,4:14,2000-11-11,3,95
"Gill, Vince",Feels Like Love,4:13,2000-09-02,3,74
"Gilman, Billy",One Voice,4:07,2000-06-17,3,82
Ginuwine,None Of Ur Friends B...,4:12,1999-12-11,3,71
Ginuwine,The Best Man I Can B...,4:06,2000-01-08,3,83
Goo Goo Dolls,Broadway,3:54,2000-04-22,3,53
"Gray, Macy",I Try,3:52,2000-02-19,3,47
"Griggs, Andy",She's More,3:19,2000-03-11,3,69
Guy,Dancin',4:08,1999-12-18,3,19
Hanson,This Time Around,4:14,2000-04-22,3,20
"Hart, Beth",L.A. Song,3:47,1999-11-27,3,98
"Heatherly, Eric",Flowers On The Wall,3:16,2000-04-29,3,88
"Henley, Don",Taking You Home,4:08,2000-06-24,3,74
"Herndon, Ty",No Mercy,4:43,2000-03-18,3,99
"Hill, Faith",Breathe,4:04,1999-11-06,3,62
"Hill, Faith",Let's Make Love,4:11,2000-08-12,3,73
Hoku,Another Dumb Blonde,3:47,2000-02-19,3,49
"Hollister, Dave",Can't Stay,6:17,2000-03-25,3,93
Hot Boys,I Need A Hot Girl,4:16,2000-02-19,3,71
"Houston, Whitney",Could I Have This Ki...,3:54,2000-06-17,3,68
"Houston, Whitney",I Learned From The B...,4:18,2000-02-19,3,83
"Houston, Whitney",My Love Is Your Love,4:16,1999-09-04,3,44
"Houston, Whitney","Same Script, Differe...",4:45,2000-06-17,3,71
IMx,Stay The Night,3:37,1999-10-09,3,45
Ice Cube,You Can Do It,4:20,1999-12-04,3,50
Ideal,Whatever,3:48,2000-06-10,3,67
"Iglesias, Enrique",Be With You,3:36,2000-04-01,3,34
"Iglesias, Enrique",Rhythm Divine,7:35,1999-12-04,3,79
J-Shin,One Night Stand,4:34,1999-12-25,3,69
Ja Rule,Between Me And You,4:05,2000-09-16,3,61
"Jackson, Alan",It Must Be Love,2:53,2000-06-24,3,68
"Jackson, Alan",Pop A Top,3:04,1999-11-13,3,70
"Jackson, Alan",www.memory,2:36,2000-11-04,3,59
Jagged Edge,He Can't Love U,3:30,1999-12-11,3,17
Jagged Edge,Let's Get Married,4:23,2000-05-06,3,55
Janet,Doesn't Really Matte...,4:17,2000-06-17,3,43
Jay-Z,Anything,3:41,2000-02-26,3,55
Jay-Z,Big Pimpin',3:55,2000-04-22,3,39
Jay-Z,Do It Again (Put Ya ...,3:47,2000-01-15,3,65
Jay-Z,Hey Papi,3:40,2000-08-12,3,98
Jay-Z,I Just Wanna Love U ...,3:50,2000-10-28,3,35
"Jean, Wyclef",911,4:00,2000-10-07,3,64
Joe,I Wanna Know,4:57,2000-01-01,3,69
Joe,Treat Her Like A Lad...,4:12,2000-08-05,3,63
"John, Elton",Someday Out Of The B...,4:41,2000-04-22,3,49
"Jones, Donell",Where I Wanna Be,6:22,2000-04-22,3,65
"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,3,72
Juvenile,U Understand,3:51,2000-02-05,3,100
Kandi,Don't Think I'm Not,3:50,2000-08-05,3,66
"Keith, Toby",Country Comes To Tow...,3:39,2000-08-05,3,75
"Keith, Toby",How Do You Like Me N...,3:29,2000-01-29,3,59
Kelis,Caught Out There,4:09,1999-12-04,3,67
Kenny G,Auld Lang Syne (The ...,7:50,1999-12-25,3,7
Kid Rock,Only God Knows Why,5:27,2000-02-19,3,46
"Kravitz, Lenny",I Belong To You,4:17,2000-03-25,3,71
Kumbia Kings,U Don't Love Me,3:50,2000-03-04,3,62
LFO,I Don't Wanna Kiss Y...,5:00,2000-04-15,3,68
LFO,West Side Story,3:27,2000-08-05,3,88
"Larrieux, Amel",Get Up,4:02,2000-03-04,3,97
"Lawrence, Tracy",Lessons Learned,2:55,2000-01-29,3,61
"Levert, Gerald",Baby U Are,4:10,2000-08-19,3,92
"Levert, Gerald",Mr. Too Damn Good,4:06,2000-03-18,3,83
Lil Bow Wow,Bounce With Me,3:22,2000-08-19,3,24
Lil Wayne,Tha Block Is Hot,4:13,1999-12-04,3,92
Lil' Kim,How Many Licks?,3:50,2000-11-25,3,77
Lil' Kim,No Matter What They ...,4:12,2000-07-15,3,67
Lil' Mo,Ta Da,4:17,2000-08-12,3,97
Lil' Zane,Callin' Me,3:43,2000-07-29,3,57
Limp Bizkit,N 2 Gether Now,3:55,1999-12-04,3,85
Limp Bizkit,Re-Arranged,4:08,1999-12-04,3,90
Limp Bizkit,Rollin',4:04,2000-11-11,3,72
Lonestar,Amazed,4:25,1999-06-05,3,44
Lonestar,Smile,3:33,1999-12-18,3,80
Lonestar,What About Now,3:30,2000-06-10,3,66
"Lopez, Jennifer",Feelin' Good,4:28,2000-02-19,3,66
"Loveless, Patty",That's The Kind Of M...,3:27,2000-09-16,3,93
Lox,"Ryde or Die, Chick",3:56,2000-03-18,3,80
Lucy Pearl,Dance Tonight,3:45,2000-05-20,3,63
Ludacris,What's Your Fantasy,4:16,2000-09-30,3,63
M2M,Don't Say You Love M...,3:41,1999-11-20,3,62
M2M,Mirror Mirror,3:19,2000-04-01,3,94
Madison Avenue,Don't Call Me Baby,3:44,2000-07-08,3,93
Madonna,American Pie,4:30,2000-02-19,3,29
Madonna,Music,3:45,2000-08-12,3,18
"Martin, Ricky",Private Emotion,4:02,2000-03-11,3,71
"Martin, Ricky",Shake Your Bon-Bon,3:08,1999-11-20,3,52
"Martin, Ricky",She Bangs,4:02,2000-10-07,3,21
Mary Mary,Shackles (Praise You...,3:12,2000-03-25,3,72
"McBride, Martina",Love's The Only Hous...,5:13,2000-02-05,3,65
"McBride, Martina",There You Are,3:26,2000-09-09,3,75
"McEntire, Reba",I'll Be,4:23,2000-05-13,3,79
"McEntire, Reba",What Do You Say,3:26,1999-10-30,3,71
"McGraw, Tim",My Best Friend,4:33,1999-11-27,3,71
"McGraw, Tim",My Next Thirty Years,3:37,2000-10-21,3,56
"McGraw, Tim",Some Things Never Ch...,3:56,2000-05-13,3,66
"McKnight, Brian",Stay Or Let It Go,4:32,2000-02-26,3,82
"Messina, Jo Dee",Because You Love Me,3:50,2000-01-29,3,71
"Messina, Jo Dee",That's The Way,3:17,2000-06-24,3,63
Metallica,I Disappear,4:26,2000-05-13,3,88
Metallica,No Leaf Clover (Live...,5:43,2000-02-12,3,78
Montgomery Gentry,Daddy Won't Sell The...,4:18,2000-03-04,3,81
"Montgomery, John Michael",The Little Girl,3:52,2000-09-09,3,64
"Moore, Chante",Straight Up,3:40,2000-10-28,3,97
"Moore, Mandy",I Wanna Be With You,4:12,2000-06-17,3,54
"Mumba, Samantha",Gotta Tell You,3:19,2000-09-09,3,65
Musiq,Just Friends,4:02,2000-10-14,3,65
Mya,Case Of The Ex (What...,3:50,2000-08-19,3,52
Mya,The Best Of Me,4:12,2000-04-15,3,65
Mystikal,Shake Ya Ass,4:46,2000-08-12,3,65
N'Sync,Bye Bye Bye,3:15,2000-01-29,3,19
N'Sync,It's Gonna Be Me,3:10,2000-05-06,3,51
N'Sync,This I Promise You,4:23,2000-09-30,3,19
Nas,You Owe Me,3:51,2000-03-25,3,68
Nelly,(Hot S**t) Country G...,4:17,2000-04-29,3,96
Next,Wifey,4:03,2000-05-27,3,46
Nine Days,Absolutely (Story Of...,3:09,2000-05-06,3,59
Nine Days,If I Am,4:18,2000-12-02,3,81
No Doubt,Simple Kind Of Life,4:11,2000-07-01,3,39
Nu Flavor,3 Little Words,3:54,2000-06-03,3,89
"Offspring, The",Original Prankster,3:42,2000-11-25,3,70
"Paisley, Brad",Me Neither,3:19,2000-05-13,3,90
"Paisley, Brad",We Danced,3:45,2000-10-14,3,52
Papa Roach,Last Resort,3:19,2000-07-29,3,69
Pearl Jam,Nothing As It Seems,5:20,2000-05-13,3,84
Pink,Most Girls,4:06,2000-08-12,3,52
Pink,There U Go,3:23,2000-03-04,3,12
"Price, Kelly",As We Lay,6:20,2000-07-15,3,69
"Price, Kelly",Love Sets You Free,3:46,2000-05-13,3,98
"Price, Kelly",You Should've Told M...,3:12,2000-09-23,3,91
Profyle,Liar,3:57,2000-09-16,3,25
Puff Daddy,Best Friend,5:33,2000-02-12,3,62
Q-Tip,Breathe And Stop,4:06,2000-01-22,3,81
R.E.M.,The Great Beyond,4:10,1999-12-25,3,70
Rascal Flatts,Prayin' For Daylight,3:36,2000-05-06,3,72
"Raye, Collin",Couldn't Last A Mome...,3:40,2000-03-18,3,75
Red Hot Chili Peppers,Californication,5:21,2000-07-29,3,72
Red Hot Chili Peppers,Otherside,4:13,2000-02-12,3,65
"Rimes, LeAnn",Big Deal,3:03,1999-10-16,3,51
"Rimes, LeAnn",Can't Fight The Moon...,3:33,2000-09-09,3,79
"Rimes, LeAnn",I Need You,3:42,2000-05-27,3,67
"Rogers, Kenny",Buy Me A Rose,3:46,2000-03-11,3,65
Ruff Endz,No More,3:56,2000-07-01,3,19
Sammie,I Like It,4:09,2000-01-29,3,58
Santana,"Maria, Maria",4:18,2000-02-12,3,6
Savage Garden,Crash And Burn,4:41,2000-04-08,3,51
Savage Garden,I Knew I Loved You,4:07,1999-10-23,3,43
SheDaisy,I Will.. But,3:40,2000-07-15,3,70
SheDaisy,This Woman Needs,3:20,2000-02-05,3,70
"Sheist, Shade",Where I Wanna Be,4:16,2000-11-11,3,99
Shyne,Bad Boyz,4:22,2000-09-09,3,90
"Simpson, Jessica",I Think I'm In Love ...,3:32,2000-07-01,3,44
"Simpson, Jessica",Where You Are,3:51,2000-04-01,3,62
Sisqo,Got To Get It,3:52,1999-11-20,3,73
Sisqo,Incomplete,3:52,2000-06-24,3,61
Sisqo,Thong Song,4:05,2000-01-29,3,35
Sister Hazel,Change Your Mind,4:02,2000-07-15,3,66
Smash Mouth,Then The Morning Com...,3:04,1999-10-30,3,56
"Smith, Will",Freakin' It,3:58,2000-02-12,3,99
Son By Four,A Puro Dolor (Purest...,3:30,2000-04-08,3,80
Sonique,It Feels So Good,3:48,2000-01-22,3,30
SoulDecision,Faded,3:25,2000-07-08,3,81
"Spears, Britney",From The Bottom Of M...,4:30,2000-01-29,3,52
"Spears, Britney",Lucky,3:23,2000-08-12,3,28
"Spears, Britney",Oops!.. I Did It Aga...,3:30,2000-04-22,3,26
"Spencer, Tracie",Still In My Heart,4:11,2000-03-04,3,98
Splender,I Think God Can Expl...,3:55,2000-06-10,3,62
Sting,Desert Rose,3:52,2000-05-13,3,72
